Feature ID,Feature Name,Feature Description,Rule ID,Rule Title,Scenario ID,Scenario Title,Scenario Steps,Scenario Tags,Work Item ID,Work Item Type,Work Item Title,Effort Points,Completion Sprint
358,"Features (was Blast Off): Feature groups","_As a Feature file editor_
_I want to group Features into higher level groupings_
_So that I can more easily navigate within Blast Off_
",405,"An empty Feature Group can be deleted",416,"An empty Feature Group is deleted","Given Feature Group ""Feature Group 1"" exists within Blast Off
And ""Feature Group 1"" contains no Features
When the delete button is pressed for ""Feature Group 1"" and modal confirmations are pressed
Then ""Feature Group 1"" is no longer displayed within Blast Off","",110,"User Story","[Blast Off] As a Feature File editor, I want to edit Feature Groups, so that I can more easily navigate through the living documentation of the project",3,"Sprint 5"
358,"Features (was Blast Off): Feature groups","_As a Feature file editor_
_I want to group Features into higher level groupings_
_So that I can more easily navigate within Blast Off_
",405,"An empty Feature Group can be deleted",417,"A Feature Group that contains Features is not successfully deleted","Given Feature Group ""Feature Group 1"" exists within Blast Off
And ""Feature Group 1"" contains Feature ""Feature 1"" and ""Feature 2""
Then there is no delete button on ""Feature Group 1""","",110,"User Story","[Blast Off] As a Feature File editor, I want to edit Feature Groups, so that I can more easily navigate through the living documentation of the project",3,"Sprint 5"
358,"Features (was Blast Off): Feature groups","_As a Feature file editor_
_I want to group Features into higher level groupings_
_So that I can more easily navigate within Blast Off_
",407,"Features not allocated to a group and Feature Groups are separated",419,"Features within a Feature Group are visually separated from Features not in Feature Groups","Given Features ""Feature 1"", ""Feature 3"" and ""Feature 5"" are allocated to Feature Group ""Feature Group 1""
And Features ""Feature 2"", ""Feature 4"" and ""Feature 6"" aren't allocated to a Feature Group
When Blast Off is displayed
Then ""Feature 2"", ""Feature 4"" and ""Feature 6"" are group together
And ""Feature Group 1"" is displayed separately and contains ""Feature 1"", ""Feature 3"" and ""Feature 6""","",88,"User Story","[Blast Off] As a Feature File editor, I want to group Features, so that I can more easily navigate through the living documentation of the project",5,"Sprint 5"
358,"Features (was Blast Off): Feature groups","_As a Feature file editor_
_I want to group Features into higher level groupings_
_So that I can more easily navigate within Blast Off_
",420,"Feature Groups are collapsed by default",424,"Blast Off is loaded and all Feature Groups are collapsed","Given Feature Groups ""Feature Group 1"", ""Feature Group 2"" and ""Feature Group 3"" exist within Blast Off
And all Feature Groups contain 3 Feature
When Blast Off is viewed
Then all Feature Groups are collapsed
And none of the Features can be seen","",88,"User Story","[Blast Off] As a Feature File editor, I want to group Features, so that I can more easily navigate through the living documentation of the project",5,"Sprint 5"
358,"Features (was Blast Off): Feature groups","_As a Feature file editor_
_I want to group Features into higher level groupings_
_So that I can more easily navigate within Blast Off_
",421,"Feature Groups can be expanded and collapsed",422,"A Feature Group is expanded","Given Feature Group ""Feature Group 1"" contains Features ""Feature 1"", ""Feature 2"" and ""Feature 3""
And ""Feature 1"", ""Feature 2"" and ""Feature 3"" are not displayed in Blast Off
And ""Feature Group 1"" is displayed
When ""Feature Group 1"" is clicked
Then ""Feature 1"", ""Feature 2"" and ""Feature 3"" are displayed below ""Feature Group 1""","",88,"User Story","[Blast Off] As a Feature File editor, I want to group Features, so that I can more easily navigate through the living documentation of the project",5,"Sprint 5"
358,"Features (was Blast Off): Feature groups","_As a Feature file editor_
_I want to group Features into higher level groupings_
_So that I can more easily navigate within Blast Off_
",421,"Feature Groups can be expanded and collapsed",423,"A Feature Group is collapsed ","Given Feature Group ""Feature Group 1"" contains Features ""Feature 1"", ""Feature 2"" and ""Feature 3""
And ""Feature Group 1"" is expanded
And ""Feature 1"", ""Feature 2"" and ""Feature 3"" are displayed below ""Feature Group 1""
When ""Feature Group 1"" is clicked
Then ""Feature 1"", ""Feature 2"" and ""Feature 3"" are no longer displayed below ""Feature Group 1""","",88,"User Story","[Blast Off] As a Feature File editor, I want to group Features, so that I can more easily navigate through the living documentation of the project",5,"Sprint 5"
358,"Features (was Blast Off): Feature groups","_As a Feature file editor_
_I want to group Features into higher level groupings_
_So that I can more easily navigate within Blast Off_
",421,"Feature Groups can be expanded and collapsed",478,"A Feature Group is collapsed while a Feature contained within it is selected","Given Feature Group ""Feature Group 1"" contains Features ""Feature 1"", ""Feature 2"" and ""Feature 3""
And ""Feature Group 1"" is expanded
And ""Feature 1"" is selected
When ""Feature Group 1"" is clicked
Then ""Feature Group 1"" is collapsed 
And ""Feature 1"" is no longer selected","",112,"User Story","[Blast Off] As a Product Owner, I want to deselect a Feature Group",1,"Sprint 7"
358,"Features (was Blast Off): Feature groups","_As a Feature file editor_
_I want to group Features into higher level groupings_
_So that I can more easily navigate within Blast Off_
",454,"A Feature Group name can be edited",455,"The name is edited and saved","Given the Feature Group ""Feature Group 1"" exists within Blast Off
When ""Feature Group 1"" is changed to ""Not Feature Group 2"" within the Edit Feature Group modal
And the change is saved
Then ""Not Feature Group 2"" is displayed in the Feature Group list
And ""Feature Group 1"" is not displayed in the Feature Group List","",110,"User Story","[Blast Off] As a Feature File editor, I want to edit Feature Groups, so that I can more easily navigate through the living documentation of the project",3,"Sprint 5"
358,"Features (was Blast Off): Feature groups","_As a Feature file editor_
_I want to group Features into higher level groupings_
_So that I can more easily navigate within Blast Off_
",454,"A Feature Group name can be edited",456,"The name is edited and not saved","Given Feature Group ""Feature Group 1"" exists within Blast Off
When ""Feature Group 1"" is changed to ""Not Feature Group 2"" within the Edit Feature Group modal
And the change is not saved
Then ""Feature Group 1"" is displayed in the Feature Group list
And ""Not Feature Group 2"" is not displayed in the Feature Group list","",110,"User Story","[Blast Off] As a Feature File editor, I want to edit Feature Groups, so that I can more easily navigate through the living documentation of the project",3,"Sprint 5"
358,"Features (was Blast Off): Feature groups","_As a Feature file editor_
_I want to group Features into higher level groupings_
_So that I can more easily navigate within Blast Off_
",1018,"Feature Group is automatically populated with the last selected Feature Group when a new Feature is added",1019,"A Feature Group has been selected prior to a new Feature being created","Given Blast Off is displayed with the Feature Groups ""Feature Group 1"" and ""Feature Group 2""
And [feature group] was the last selected Feature Group
When the new Feature modal is displayed
Then the Feature Group drop down is pre-populated with [feature group]

[feature group] ""Feature Group 1"", ""Feature Group 2""","",242,"User Story","[Blast Off] New Feature - Use selected feature group ",1,"Sprint 11"
358,"Features (was Blast Off): Feature groups","_As a Feature file editor_
_I want to group Features into higher level groupings_
_So that I can more easily navigate within Blast Off_
",1018,"Feature Group is automatically populated with the last selected Feature Group when a new Feature is added",1020,"A Feature Group has not been selected prior to a new Feature being created","Given Blast Off has the two Feature Groups ""Feature Group 1"" and ""Feature Group 2""
And Blast Off has been loaded and no Feature Group has been selected
When a new Feature is created
Then the Feature Group drop down is pre-populated with the default ""Features""","",242,"User Story","[Blast Off] New Feature - Use selected feature group ",1,"Sprint 11"
1312,"Features (was Blast Off): Filtering Features","",1313,"Features can be filtered by the current status",1319,"Features can be filtered by the current status","Given a user is on the Features of page of Mission Control
When a filter selection drop down menu on 'Features' is selected
Then the following filter options are displayed
And multiple filters can be applied

Examples:
| [Filter] |
| Completed Rules |
| Incomplete Planned Rules |
| Unplanned Rules |
| Contains Questions |","",458,"User Story","[Feature] Be able to filter features and rules based on completed/incomplete/unplanned rules",4,"Sprint 24"
1312,"Features (was Blast Off): Filtering Features","",1314,"Rules can be filtered by the current status",1320,"Rules can be filtered by the current status","Given a user is on the Features of page of Mission Control
When a filter selection drop down menu on 'Rules' is selected
Then the following filter options are displayed
And multiple filters can be applied

Examples:
| [Filter] |
| Completed Scenarios |
| Incomplete Planned Scenarios |
| Unplanned Scenarios |
| Contains Questions |","",458,"User Story","[Feature] Be able to filter features and rules based on completed/incomplete/unplanned rules",4,"Sprint 24"
1312,"Features (was Blast Off): Filtering Features","",1315,"A filter selection in Features should cause the results to update automatically",1317,"A filter selection in Features should cause the results to update automatically- Features","Given a user is on the Features of page of Mission Control
When a filter selection of [Filter] is made for Features
Then the page automatically updates with only the filtered results displayed

Examples:
| [Filter] |
| Completed Rules |
| Incomplete Planned Rules |
| Unplanned Rules |
| Contains Questions |","",458,"User Story","[Feature] Be able to filter features and rules based on completed/incomplete/unplanned rules",4,"Sprint 24"
1312,"Features (was Blast Off): Filtering Features","",1315,"A filter selection in Features should cause the results to update automatically",1318,"A filter selection in Features should cause the results to update automatically- Rules","Given a user is on the Features of page of Mission Control
When a filter selection of [Filter] is made for Rules
Then the page automatically updates with only the filtered results displayed

Examples:
| [Filter] |
| Completed Scenarios |
| Incomplete Planned Scenarios |
| Unplanned Scenarios |
| Contains Questions |","",458,"User Story","[Feature] Be able to filter features and rules based on completed/incomplete/unplanned rules",4,"Sprint 24"
1312,"Features (was Blast Off): Filtering Features","",1316,"The Filter selection drop down is displayed under the search bar in Features",1321,"The Filter selection drop down is displayed under the search bar in Features","Given a Mission Control project with existing features
When the user is on the Features of page of Mission Control
Then a filter selection drop down menu for 'Rules' and 'Features' is available under the 'Search' bar","",458,"User Story","[Feature] Be able to filter features and rules based on completed/incomplete/unplanned rules",4,"Sprint 24"
300,"Features (was Blast Off): History","_As a User of Blast Off_
_I want to view the history of Blast Off elements_
_So that I can track changes that have happened to elements throughout a project_",301,"Scenario History is displayed within the Scenario",304,"The Scenario History entries of a Scenario are displayed","Given Scenario ""Scenario 1"" is displayed in Blast Off
When ""Scenario History"" is selected within the Edit Scenario modal
Then a list of Scenario History entries is displayed","",78,"User Story","[Blast Off] Scenario History",7,"Sprint 4"
300,"Features (was Blast Off): History","_As a User of Blast Off_
_I want to view the history of Blast Off elements_
_So that I can track changes that have happened to elements throughout a project_",301,"Scenario History is displayed within the Scenario",315,"Old versions of Scenarios can be seen from the Scenario History","Given Scenario ""Scenario 1"" has the steps ""Given, When, Then"" and the tag ""Tag 1""
When ""Scenario 1"" is renamed to ""Not Scenario 1""
And the steps are edited to be ""Then, Given, When""
And the ""Tag 1"" is removed and Tag ""2 Tag"" is added
And the Scenario History is viewed
Then the first Scenario History entry shows the Scenario was titled ""Scenario 1""
And the steps were ""Given, When, Then""
And the tag is ""Tag 1""","",78,"User Story","[Blast Off] Scenario History",7,"Sprint 4"
300,"Features (was Blast Off): History","_As a User of Blast Off_
_I want to view the history of Blast Off elements_
_So that I can track changes that have happened to elements throughout a project_",302,"Scenario History entries are linked to a date/time and user",310,"A users details are displayed in the list of Scenario Histories","Given Scenario ""Scenario 1"" is displayed within Blast Off
When ""Scenario 1"" is changed to ""Not Scenario 1""
And the changes are saved
And the Scenario History for ""Not Scenario 1"" is viewed
Then there is an entry listed under the user's email with the date and time of when the edit was made","",78,"User Story","[Blast Off] Scenario History",7,"Sprint 4"
300,"Features (was Blast Off): History","_As a User of Blast Off_
_I want to view the history of Blast Off elements_
_So that I can track changes that have happened to elements throughout a project_",303,"Scenario History log is updated with saved changes to a Scenario",312,"A unsaved change to a Scenario is not displayed in the Scenario History","Given Scenario ""Scenario 1"" is displayed in Blast Off
And ""Scenario 1"" steps are ""Given, When, Then""
When the Scenario name is changed to ""Not Scenario 2""
And the Scenario's steps are changed to ""Then, Given, When""
And the Scenario is not saved
And the most recent Scenario History is displayed
Then the Scenario name is ""Scenario 1""
And the steps are ""Given, When, Then""","",78,"User Story","[Blast Off] Scenario History",7,"Sprint 4"
300,"Features (was Blast Off): History","_As a User of Blast Off_
_I want to view the history of Blast Off elements_
_So that I can track changes that have happened to elements throughout a project_",303,"Scenario History log is updated with saved changes to a Scenario",396,"A change to a Scenario is displayed in the Scenario History","Given Scenario ""Scenario 1"" is displayed in Blast Off
And ""Scenario 1"" steps are ""Given, When, Then""
When the Scenario name is changed to ""Not Scenario 2""
And the Scenario's steps are changed to ""Then, Given, When""
And the Scenario's tags are changed to ""Tag 1""
And the most recent Scenario History is displayed
Then the Scenario name is ""Not Scenario 2""
And the steps are ""Then. Given, When""
And the tags are ""Tag 1""","",78,"User Story","[Blast Off] Scenario History",7,"Sprint 4"
300,"Features (was Blast Off): History","_As a User of Blast Off_
_I want to view the history of Blast Off elements_
_So that I can track changes that have happened to elements throughout a project_",309,"Scenario History entries are displayed in chronological order with newest at the top",313,"Scenario History entries are displayed in chronological order","Given Scenario ""Scenario 1"" is displayed within Blast Off
And there are multiple Scenario History entries
Then they are displayed in chronological order","",78,"User Story","[Blast Off] Scenario History",7,"Sprint 4"
300,"Features (was Blast Off): History","_As a User of Blast Off_
_I want to view the history of Blast Off elements_
_So that I can track changes that have happened to elements throughout a project_",309,"Scenario History entries are displayed in chronological order with newest at the top",314,"A new Scenario History entry is added to the top of the list of previous Histories","Given Scenario ""Scenario 1"" is displayed within Blast Off
And there are multiple Scenario History entries
When ""Scenario 1"" is edited again
Then the Scenario History entry is added to the top of the Scenario History entries list","",78,"User Story","[Blast Off] Scenario History",7,"Sprint 4"
300,"Features (was Blast Off): History","_As a User of Blast Off_
_I want to view the history of Blast Off elements_
_So that I can track changes that have happened to elements throughout a project_",388,"Scenario History displays changes to the Scenario title",392,"The Scenario title is changed and it is recorded in the Scenario History","Given a Scenario with the title ""Scenario 1""
And the title is changed to ""Not Scenario 2"" 
When the Scenario History for ""Not Scenario 2"" is viewed
Then the most recent entry shows the title as ""Scenario 2""
And the entry before shows the title as ""Scenario 1""","",78,"User Story","[Blast Off] Scenario History",7,"Sprint 4"
300,"Features (was Blast Off): History","_As a User of Blast Off_
_I want to view the history of Blast Off elements_
_So that I can track changes that have happened to elements throughout a project_",389,"Scenario History displays changes to the Scenario steps",393,"The Scenario steps are changed and it is recorded in the Scenario History","Given the Scenario ""Scenario 1"" has the steps ""Given, When, Then""
And the steps of ""Scenario 1"" are changed to ""Then, Given, When""
When the Scenario History of ""Scenario 1"" is viewed
Then the most recent entry shows the steps as ""Then, Given, When""
And the entry before shows the steps as ""Given, When, Then""","",78,"User Story","[Blast Off] Scenario History",7,"Sprint 4"
300,"Features (was Blast Off): History","_As a User of Blast Off_
_I want to view the history of Blast Off elements_
_So that I can track changes that have happened to elements throughout a project_",390,"Scenario History displays changes to the Scenario tags",394,"The Scenario tags are changed and it is recorded in the Scenario History","Given Scenario ""Scenario 1"" has the tags ""Tag 1"", ""Tag 2"" and ""Tag 3""
And tags ""Tag 1"" and ""Tag 3"" are deleted
When the Scenario History of ""Scenario 1"" is viewed
Then the most recent entry shows the tags as ""Tag 2""
And the entry before shows the tags as ""Tag 1"", ""Tag 2"" and ""Tag 3""","",78,"User Story","[Blast Off] Scenario History",7,"Sprint 4"
300,"Features (was Blast Off): History","_As a User of Blast Off_
_I want to view the history of Blast Off elements_
_So that I can track changes that have happened to elements throughout a project_",391,"Scenario History displays changes to the Scenario linked Work Item",395,"The Scenario's linked Work Item is changed and it is recorded in the Scenario History","Given Scenario ""Scenario 1"" has the User Story ""Work Item 1"" with a known ID linked
And the linked User Story is changed to ""Work Item 2"" which has a known ID
When the Scenario History of ""Scenario 1"" is viewed
Then the most recent entry shows the Work Item as the ID of ""Work Item 2""
And the entry before shows the Work Item as the ID of ""Work Item 1""","",78,"User Story","[Blast Off] Scenario History",7,"Sprint 4"
243,"Features (was Blast Off): Linking Acceptance Criteria to Work","_As a developer_
_I want to have Acceptance Criteria linked to work_
_So that I know the definition of done for my current Work Item_",1144,"Work Items can be assigned to Scenarios",1158,"I want a Work Item with a title over 35 characters to truncate so that I can delete it if needed. ","Given work item 'Work Item 12345678790123456789012345678901234657890' exists
And scenario 'Scenario 1' also exists
When linking 'Work Item 12345678790123456789012345678901234657890' to 'Scenario 1'
Then the indicator in the edit scenario modal displays 'Work Item 1234567879012345678901234...' 
And the cross can be selected","",404,"User Story","[Features] I want to be able to remove linked scenarios even if the Work Item name is really long",1,"Sprint 19"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",12,"A Feature has to have a name",14,"Add a Feature with a name","Given I am viewing Blast Off
When I add a new Feature called ""Feature 1""
Then ""Feature 1"" is in the list of Features","",12,"User Story","[Blast Off] Add a feature name",0,"Sprint 1"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",12,"A Feature has to have a name",45,"Removing the text from a Feature name","Given I am viewing Blast Off
And feature ""Feature 1"" exists
When the feature name text is removed 
And the ""Save"" button is pressed
Then the change is not applied to the feature
And the feature is still called ""Feature 1""","",15,"User Story","[Blast Off] Edit a feature name",0,"Sprint 1"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",12,"A Feature has to have a name",44,"Edit a Feature name","Given I am viewing Blast Off 
And the Feature ""Feature 1"" exists
When the Feature name is changed to ""Not Feature 2""
And the Save button is pressed
Then the Feature name is ""Not Feature 2""","",15,"User Story","[Blast Off] Edit a feature name",0,"Sprint 1"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",12,"A Feature has to have a name",44,"Edit a Feature name","Given I am viewing Blast Off 
And the Feature ""Feature 1"" exists
When the Feature name is changed to ""Not Feature 2""
And the Save button is pressed
Then the Feature name is ""Not Feature 2""","",273,"Defect","[Blast Off] Editing a Feature sets its Feature Group back to the default ("Features")",1,"Sprint 12"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",12,"A Feature has to have a name",15,"Feature cannot be added without a name","Given I am viewing Blast Off
When I add a new Feature without a name
Then no new Feature is in the Feature list","",12,"User Story","[Blast Off] Add a feature name",0,"Sprint 1"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",13,"A Feature can have a description",16,"Adding a feature with a description","Given I am viewing Blast Off
When a feature ""Feature 1"" is added
And the description [description] is added
Then the feature description is displayed at the top of the feature file

[description] 
_As a Product Owner_
_I want to add new features for my product_
_So that my product can evolve_","",13,"User Story","[Blast Off] Add a feature description",0,"Sprint 1"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",13,"A Feature can have a description",46,"Editing a feature description","Given I am viewing Blast Off
And a new feature ""Feature 1"" is added
When the feature description is changed to [description]
Then the feature is saved
And [description] is displayed at the top of the page

[description]
_As a Product Owner_
_I want to add new features for my product_
_So that my product can evolve_","",16,"User Story","[Blast Off] Edit a feature description",0,"Sprint 1"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",13,"A Feature can have a description",47,"Edit a feature to have no description","Given I am viewing Blast Off
And a new feature ""Feature 1"" is added
And the feature has a description of [description]
When the feature description is changed to [new description]
And the feature is saved
Then no description is displayed at the top of the page

[description]
_As a Product Owner_
_I want to add new features for my product_
_So that my product can evolve_

[new description]
_As a Stake Holder_
_I don't want to add rules for my product_
_So that my product stagnates_","",16,"User Story","[Blast Off] Edit a feature description",0,"Sprint 1"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",17,"A new Feature is a automatically selected",18,"New Feature is selected in list","Given the Feature ""Feature 1"" exists
When the Feature ""Feature 2"" is added
And ""Feature 2"" has the description ""This is the feature description""
Then ""Feature 2"" is automatically selected
And the Feature description is displayed at the top of the page","",14,"User Story","[Blast Off] New features are automatically selected ",0,"Sprint 1"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",69,"A Feature can be deleted",70,"Deleting a Feature with no Rules","Given I am viewing Blast Off
And the Feature ""Feature 1"" exists
And the Feature has no Rules or Scenarios
Then the Feature can be deleted","",225,"User Story","Mop Up",0,"Sprint 10"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",69,"A Feature can be deleted",71,"Feature is not deleted when confirmation cancelled","Given I am viewing Blast Off
And feature ""Feature 1"" exists
And the Feature has no Rules or Scenarios 
When the ""Delete"" button is pressed
And the ""Cancel"" button is pressed
Then the Feature is not deleted
And ""Feature 1"" still exists in the feature list","",225,"User Story","Mop Up",0,"Sprint 10"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",69,"A Feature can be deleted",72,"Unable to delete a Feature with Rules","Given I am viewing Blast Off
And ""Feature 1"" has one or more rules
Then the Feature cannot be deleted
And the ""Delete"" button is not displayed","",225,"User Story","Mop Up",0,"Sprint 10"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",136,"Features are ordered alphabetically",175,"Adding Feature A places it before feature B","Given Rich is viewing Blast Off
And Feature [x] exists
When Rich adds Feature [y]
Then Feature [y] is listed above Feature [x]

|[x]|[y]|
|:--|:--|
|Abacus|Aardvark|
|2|1|
|Bravo|bravo|
|touchdown|4|","",42,"User Story","[Blast Off] Features are ordered alphabetically ",1,"Sprint 2"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",136,"Features are ordered alphabetically",137,"Adding Feature B places it after feature A in the list","Given Rich is viewing Blast Off
And Feature [x] exists
When Rich creates Feature [y]
Then Feature [y] is listed below Feature [x]

|[x]|[y]|
|:--|:--|
|Aardvark|Abacus|
|1|2|
|bravo|Bravo|
|4|touchdown|
","",42,"User Story","[Blast Off] Features are ordered alphabetically ",1,"Sprint 2"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",138,"Rule progress is displayed on the Feature",139,"There is a Feature with no Rules","Given Rich is viewing Blast Off!
And the Feature ""Feature 1"" exists
And the Feature has no Rules
Then the ""Feature 1"" list item has a red badge containing a cross and the number 0
","",46,"User Story","[Blast Off] Indicate progress made on features",3,"Sprint 2"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",138,"Rule progress is displayed on the Feature",140,"There is a Feature with linked, unfinished User Stories","Given Rich is viewing Blast Off!
And the Feature ""Feature 1"" exists
And the Feature has the [x] Rule(s)
And each Rule contains 1 Scenario that is linked to a User Story
And the linked Scenario is in the [state] column for a Sprint
Then the Feature title has an orange badge containing an exclamation mark and the number [x]

[x] 1, 2, 3
[column] ""Open"", ""Planned"", ""In Progress"", ""For Review"", ""In Testing""","",46,"User Story","[Blast Off] Indicate progress made on features",3,"Sprint 2"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",138,"Rule progress is displayed on the Feature",141,"There is a Feature with linked, finished User Stories","Given Rich is viewing Blast Off!
And the Feature ""Feature 1"" exists
And the Feature has the [x] Rule(s)
And each Rule contains 1 Scenario that is linked to a User Story
Then the Feature title has a green badge containing a tick and the number [x]

[x] 1, 2, 3
","",46,"User Story","[Blast Off] Indicate progress made on features",3,"Sprint 2"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",138,"Rule progress is displayed on the Feature",180,"There is a Feature with no Scenarios","Given Rich is viewing Blast Off!
And the Feature ""Feature 1"" exists
And the Feature has [x] Rules
And none of the Rules contain a Scenario
Then the ""Feature1"" list item has a red badge containing a cross and the number [x]

[x] 1, 2, 3
","",46,"User Story","[Blast Off] Indicate progress made on features",3,"Sprint 2"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",138,"Rule progress is displayed on the Feature",181,"There is a Feature with unlinked Scenarios","Given Rich is viewing Blast Off!
And the Feature ""Feature 1"" exists
And the Feature has [x] Rules
And each Rule contains 1 Scenario that is not linked to a User Story
Then the ""Feature1"" list item has a red badge containing a cross and the number [x]

[x] 1, 2, 3
","",46,"User Story","[Blast Off] Indicate progress made on features",3,"Sprint 2"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",264,"Features have unique names within a Feature Group",265,"A new Feature name is entered that already exists in the same Feature Group","Given the Feature ""Feature 1"" exists within Feature Group ""Feature Group 1""
When Jack attempts to add a new Feature titled ""Feature 1"" in ""Feature Group 1""
Then the Feature is not added","",88,"User Story","[Blast Off] As a Feature File editor, I want to group Features, so that I can more easily navigate through the living documentation of the project",5,"Sprint 5"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",264,"Features have unique names within a Feature Group",266,"A Feature name is edited to be the same as an already existing Feature in the same Feature Group","Given the Features ""Feature 1"" and ""Feature 2""  exist within Feature Group ""Feature Group 1""
When Jack attempts to edit the title of ""Feature 2"" to ""Feature 1""
Then the Feature title is not saved as ""Feature 1"" ","",88,"User Story","[Blast Off] As a Feature File editor, I want to group Features, so that I can more easily navigate through the living documentation of the project",5,"Sprint 5"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",264,"Features have unique names within a Feature Group",432,"A new Feature is added with the same same as a Feature in another Feature Group","Given Feature ""Feature 1"" is not allocated to a Feature Group
When Feature ""Feature 1"" is created and allocated to Feature Group ""Feature Group 1""
Then a Feature titled ""Feature 1"" exists within ""Feature Group 1"" and no allocated Feature Group","",88,"User Story","[Blast Off] As a Feature File editor, I want to group Features, so that I can more easily navigate through the living documentation of the project",5,"Sprint 5"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",264,"Features have unique names within a Feature Group",433,"A Feature name is edited to be the same as a Feature in another Feature Group","Given Feature ""Feature 1"" is not allocated to a Feature Group
And Feature ""Feature 2"" is allocated to Feature Group ""Feature Group 1""
When ""Feature 2"" is edited to ""Feature 1""
Then a Feature titled ""Feature 1"" exists within ""Feature Group 1"" and no allocated Feature Group","",88,"User Story","[Blast Off] As a Feature File editor, I want to group Features, so that I can more easily navigate through the living documentation of the project",5,"Sprint 5"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",264,"Features have unique names within a Feature Group",434,"A Feature cannot be moved to a Feature Group that contains a Feature of the same name","Given the Feature ""Feature 1"" is allocated to Feature Group ""Feature Group 1""
And Feature ""Feature 1"" is allocated to Feature Group ""Feature Group 2""
When ""Feature 1"" is moved from ""Feature Group 1"" into ""Feature Group 2""
Then ""Feature 1"" cannot be moved
And ""Feature 1"" is still displayed in ""Feature Group 1""
And ""Feature 1"" is still displayed in ""Feature Group 2""","",88,"User Story","[Blast Off] As a Feature File editor, I want to group Features, so that I can more easily navigate through the living documentation of the project",5,"Sprint 5"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",325,"A Feature with Rules cannot be deleted",326,"A Feature without any Rules is deleted","Given Feature ""Feature 1"" has no Rules
When ""Feature 1"" is deleted
Then ""Feature 1"" is no longer displayed within the Feature list
","",225,"User Story","Mop Up",0,"Sprint 10"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",325,"A Feature with Rules cannot be deleted",327,"A Feature with Rules is not deleted","Given Feature ""Feature 1"" has [x] Rules
When ""Feature 1"" is deleted
Then ""Feature 1"" is not deleted
And ""Feature 1"" is still displayed in the Feature list

[x] 1, 3, 5","",225,"User Story","Mop Up",0,"Sprint 10"
4,"Features (was Blast Off): Manage Product Features","_As a Product Owner_
_I want to add new Features for my product_
_So that my product can evolve_",428,"A new Feature can be added to a Feature Group",430,"A Feature is allocated to a Feature Group upon creation","Given Feature Group ""Feature Group 1"" exists within Blast Off
When new Feature ""Feature 1"" is created
And it is allocated to ""Feature Group 1"" within the New Feature modal
Then ""Feature 1"" is displayed within ""Feature Group 1""","",88,"User Story","[Blast Off] As a Feature File editor, I want to group Features, so that I can more easily navigate through the living documentation of the project",5,"Sprint 5"
